parcel_id,khasra_no,khata_no,village,village_hi,tehsil,tehsil_hi,district,district_hi,owner_name,owner_name_hi,father_name,father_name_hi,area_hectares,area_acres,area_bigha,area_sqm,land_type,soil_type,irrigation_source,market_value_per_ha,circle_rate,last_mutation_date,mutation_status,encumbrance_status,litigation_status,tribal_sensitive,forest_distance_km,highway_distance_km,data_source,wkt_geometry,centroid_lat,centroid_lng,min_lat,min_lng,max_lat,max_lng,is_pilot
CG-JAN-1524,215/3,KH-123,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571634 22.006351, 82.572043 22.002869, 82.571311 22.002052, 82.568672 22.001511, 82.568158 22.001990, 82.567319 22.006227, 82.567446 22.006365, 82.571634 22.006351))",22.004158,82.56974,22.001511,82.567319,22.006365,82.572043,0
CG-JAN-1525,220/1,KH-124,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.568439 22.010594, 82.572191 22.008628, 82.571717 22.006475, 82.571634 22.006351, 82.567446 22.006365, 82.567068 22.009516, 82.568439 22.010594))",22.008148,82.569433,22.006351,82.567068,22.010594,82.572191,0
CG-JAN-1526,225/2,KH-125,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.573443 22.009928, 82.572191 22.008628, 82.568439 22.010594, 82.568860 22.013166, 82.571021 22.013531, 82.573443 22.009928))",22.01114,82.570783,22.008628,82.568439,22.013531,82.573443,0
CG-JAN-1527,230/3,KH-126,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571021 22.013531, 82.568860 22.013166, 82.567905 22.014027, 82.568332 22.017367, 82.571722 22.017700, 82.571912 22.017554, 82.571614 22.014294, 82.571021 22.013531))",22.015498,82.569919,22.013166,82.567905,22.0177,82.571912,0
CG-JAN-1528,235/1,KH-127,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.567031 22.018623, 82.568334 22.021746, 82.571126 22.021393, 82.571722 22.017700, 82.568332 22.017367, 82.567031 22.018623))",22.019437,82.569479,22.017367,82.567031,22.021746,82.571722,0
CG-JAN-1529,240/2,KH-128,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.567597 22.022878, 82.567653 22.024666, 82.568496 22.025432, 82.571449 22.025829, 82.572536 22.022580, 82.571126 22.021393, 82.568334 22.021746, 82.567597 22.022878))",22.023562,82.569975,22.021393,82.567597,22.025829,82.572536,0
CG-JAN-1530,245/3,KH-129,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571449 22.025829, 82.568496 22.025432, 82.567971 22.030000, 82.571134 22.030000, 82.571706 22.026258, 82.571449 22.025829))",22.027814,82.56981,22.025432,82.567971,22.03,82.571706,0
CG-JAN-1531,250/1,KH-130,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.572564 21.994588, 82.576761 21.994514, 82.577201 21.994050, 82.576111 21.990000, 82.573220 21.990000, 82.572483 21.994495, 82.572564 21.994588))",21.992452,82.574769,21.99,82.572483,21.994588,82.577201,0
CG-JAN-1532,255/2,KH-131,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.577071 21.998523, 82.576761 21.994514, 82.572564 21.994588, 82.572529 21.997787, 82.572558 21.997839, 82.576438 21.999095, 82.577071 21.998523))",21.996574,82.574854,21.994514,82.572529,21.999095,82.577071,0
CG-JAN-1533,260/3,KH-132,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.575686 22.002321, 82.576066 22.001954, 82.576438 21.999095, 82.572558 21.997839, 82.571311 22.002052, 82.572043 22.002869, 82.575686 22.002321))",22.00054,82.573873,21.997839,82.571311,22.002869,82.576438,0
CG-JAN-1534,265/1,KH-133,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.576327 22.005811, 82.575686 22.002321, 82.572043 22.002869, 82.571634 22.006351, 82.571717 22.006475, 82.576327 22.005811))",22.004447,82.573925,22.002321,82.571634,22.006475,82.576327,0
CG-JAN-1535,270/2,KH-134,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.572191 22.008628, 82.573443 22.009928, 82.575444 22.010439, 82.575770 22.010134, 82.577318 22.006819, 82.576327 22.005811, 82.571717 22.006475, 82.572191 22.008628))",22.007902,82.57453,22.005811,82.571717,22.010439,82.577318,0
CG-JAN-1536,275/3,KH-135,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.575444 22.010439, 82.573443 22.009928, 82.571021 22.013531, 82.571614 22.014294, 82.575339 22.013971, 82.576153 22.012681, 82.575444 22.010439))",22.012367,82.573781,22.009928,82.571021,22.014294,82.576153,0
CG-JAN-1537,280/1,KH-136,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571614 22.014294, 82.571912 22.017554, 82.575277 22.017746, 82.575339 22.013971, 82.571614 22.014294))",22.015859,82.573577,22.013971,82.571614,22.017746,82.575339,0
CG-JAN-1538,285/2,KH-137,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571722 22.017700, 82.571126 22.021393, 82.572536 22.022580, 82.575351 22.022284, 82.575893 22.021676, 82.575846 22.018219, 82.575277 22.017746, 82.571912 22.017554, 82.571722 22.017700))",22.020041,82.573614,22.017554,82.571126,22.02258,82.575893,0
CG-JAN-1539,290/3,KH-138,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571706 22.026258, 82.575843 22.026836, 82.576233 22.026398, 82.575351 22.022284, 82.572536 22.022580, 82.571449 22.025829, 82.571706 22.026258))",22.02467,82.573947,22.022284,82.571449,22.026836,82.576233,0
CG-JAN-1540,295/1,KH-139,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.571706 22.026258, 82.571134 22.030000, 82.575432 22.030000, 82.575843 22.026836, 82.571706 22.026258))",22.028275,82.573469,22.026258,82.571134,22.03,82.575843,0
CG-JAN-1541,300/2,KH-140,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.579693 21.993811, 82.580766 21.990000, 82.576111 21.990000, 82.577201 21.994050, 82.579693 21.993811))",21.991768,82.578419,21.99,82.576111,21.99405,82.580766,0
CG-JAN-1542,305/3,KH-141,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.580349 21.998643, 82.580604 21.994540, 82.579693 21.993811, 82.577201 21.994050, 82.576761 21.994514, 82.577071 21.998523, 82.580349 21.998643))",21.996237,82.578704,21.993811,82.576761,21.998643,82.580604,0
CG-JAN-1543,310/1,KH-142,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.580681 22.001555, 82.580498 21.998758, 82.580349 21.998643, 82.577071 21.998523, 82.576438 21.999095, 82.576066 22.001954, 82.579457 22.002932, 82.580681 22.001555))",22.000568,82.578458,21.998523,82.576066,22.002932,82.580681,0
CG-JAN-1544,315/2,KH-143,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.576327 22.005811, 82.577318 22.006819, 82.579504 22.006398, 82.580109 22.005714, 82.579457 22.002932, 82.576066 22.001954, 82.575686 22.002321, 82.576327 22.005811))",22.004439,82.577844,22.001954,82.575686,22.006819,82.580109,0
CG-JAN-1545,320/3,KH-144,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.575770 22.010134, 82.580391 22.010150, 82.580678 22.009763, 82.579504 22.006398, 82.577318 22.006819, 82.575770 22.010134))",22.008598,82.57838,22.006398,82.57577,22.01015,82.580678,0
CG-JAN-1546,325/1,KH-145,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.575444 22.010439, 82.576153 22.012681, 82.579323 22.013874, 82.580205 22.013381, 82.580391 22.010150, 82.575770 22.010134, 82.575444 22.010439))",22.011706,82.578171,22.010134,82.575444,22.013874,82.580391,0
CG-JAN-1547,330/2,KH-146,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.578941 22.017286, 82.579323 22.013874, 82.576153 22.012681, 82.575339 22.013971, 82.575277 22.017746, 82.575846 22.018219, 82.578941 22.017286))",22.015493,82.577122,22.012681,82.575277,22.018219,82.579323,0
CG-JAN-1548,335/3,KH-147,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.575893 22.021676, 82.579567 22.022200, 82.580267 22.018154, 82.578941 22.017286, 82.575846 22.018219, 82.575893 22.021676))",22.01977,82.578,22.017286,82.575846,22.0222,82.580267,0
CG-JAN-1549,340/1,KH-148,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.576233 22.026398, 82.579339 22.026361, 82.580157 22.025605, 82.579863 22.022479, 82.579567 22.022200, 82.575893 22.021676, 82.575351 22.022284, 82.576233 22.026398))",22.024086,82.577802,22.021676,82.575351,22.026398,82.580157,0
CG-JAN-1550,345/2,KH-149,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.575432 22.030000, 82.580023 22.030000, 82.579339 22.026361, 82.576233 22.026398, 82.575843 22.026836, 82.575432 22.030000))",22.028286,82.577689,22.026361,82.575432,22.03,82.580023,0
CG-JAN-1551,350/3,KH-150,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.584089 21.993845, 82.583707 21.990000, 82.580766 21.990000, 82.579693 21.993811, 82.580604 21.994540, 82.583652 21.994463, 82.584089 21.993845))",21.99236,82.582038,21.99,82.579693,21.99454,82.584089,0
CG-JAN-1552,355/1,KH-151,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.580498 21.998758, 82.584044 21.998370, 82.584639 21.997965, 82.583652 21.994463, 82.580604 21.994540, 82.580349 21.998643, 82.580498 21.998758))",21.99663,82.582306,21.994463,82.580349,21.998758,82.584639,0
CG-JAN-1553,360/2,KH-152,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.584044 21.998370, 82.580498 21.998758, 82.580681 22.001555, 82.583583 22.002498, 82.584044 21.998370))",22.000252,82.582311,21.99837,82.580498,22.002498,82.584044,0
CG-JAN-1554,365/3,KH-153,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.584019 22.003093, 82.583583 22.002498, 82.580681 22.001555, 82.579457 22.002932, 82.580109 22.005714, 82.583674 22.005566, 82.584019 22.003093))",22.0038,82.581731,22.001555,82.579457,22.005714,82.584019,0
CG-JAN-1555,370/1,KH-154,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.584180 22.006154, 82.583674 22.005566, 82.580109 22.005714, 82.579504 22.006398, 82.580678 22.009763, 82.583656 22.009588, 82.584184 22.009020, 82.584180 22.006154))",22.007571,82.58206,22.005566,82.579504,22.009763,82.584184,0
CG-JAN-1556,375/2,KH-155,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.580678 22.009763, 82.580391 22.010150, 82.580205 22.013381, 82.583483 22.014024, 82.583854 22.013733, 82.583656 22.009588, 82.580678 22.009763))",22.011753,82.582096,22.009588,82.580205,22.014024,82.583854,0
CG-JAN-1557,380/3,KH-156,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.583255 22.018020, 82.583483 22.014024, 82.580205 22.013381, 82.579323 22.013874, 82.578941 22.017286, 82.580267 22.018154, 82.583255 22.018020))",22.01585,82.581248,22.013381,82.578941,22.018154,82.583483,0
CG-JAN-1558,385/1,KH-157,Janjgir-Champa_Village_B,ग्राम ब,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.579863 22.022479, 82.584212 22.021490, 82.583274 22.018038, 82.583255 22.018020, 82.580267 22.018154, 82.579567 22.022200, 82.579863 22.022479))",22.020202,82.581771,22.01802,82.579567,22.022479,82.584212,0
CG-JAN-1559,390/2,KH-158,Janjgir-Champa_Semra,सेमरा,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.579863 22.022479, 82.580157 22.025605, 82.583462 22.026089, 82.584426 22.021677, 82.584212 22.021490, 82.579863 22.022479))",22.0238,82.582118,22.02149,82.579863,22.026089,82.584426,0
CG-JAN-1560,395/3,KH-159,Janjgir-Champa_Bhanpuri,भानपुरी,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.583462 22.026089, 82.580157 22.025605, 82.579339 22.026361, 82.580023 22.030000, 82.584314 22.030000, 82.584049 22.026790, 82.583462 22.026089))",22.027931,82.581845,22.025605,82.579339,22.03,82.584314,0
CG-JAN-1561,400/1,KH-160,Janjgir-Champa_Village_A,ग्राम अ,Janjgir-Champa Khas,जांजगीर-चांपा खास,Janjgir-Champa,जांजगीर-चांपा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.587813 21.993648, 82.587631 21.990000, 82.583707 21.990000, 82.584089 21.993845, 82.587813 21.993648))",21.991859,82.585792,21.99,82.583707,21.993845,82.587813,0
